date,product,sales
2012-05-28,region,3119149
2011-12-12,however,85133
1979-02-03,bring,4
2024-02-05,work,3
2006-05-26,exist,833
1976-12-30,expert,534754704
1997-05-05,generation,8
2021-07-05,play,967011230
1985-02-02,sell,3757456
1970-01-22,note,351374
1974-05-20,mission,9
2006-06-22,usually,9042
1970-03-01,billion,8
2019-11-23,animal,59
1997-03-14,small,60291
2008-09-30,evidence,289631
2016-11-26,could,5288
2021-08-24,show,424002
2009-03-01,least,257645062
1998-10-24,professor,179
2005-03-30,light,71506627
1970-08-11,act,49913
2017-09-25,item,878833
1970-06-16,only,147966
1990-05-05,enjoy,484603418
2015-08-08,up,3
1977-05-22,challenge,1735230
2008-07-18,offer,90439
1990-12-18,despite,748090
1994-01-10,two,88
1985-03-10,coach,6
1998-05-30,inside,2108093
1970-01-24,ability,28279
2007-11-19,president,5562966
1994-05-09,begin,89284
1971-06-07,determine,73496191
1994-04-01,poor,799042
1975-10-27,raise,5270275
2006-05-01,yet,8380
1993-03-11,attack,349504
1980-09-06,pick,194430917
1993-06-24,safe,5
1985-02-12,level,2542537
2000-03-11,then,932959445
1985-03-04,federal,6545667
2016-10-25,lose,41114690
2001-06-25,by,27279
2024-01-04,while,7767698
2010-07-29,feel,4737106
2017-01-27,television,15702
2020-10-20,once,5980629
2002-12-02,lay,2631742
2017-06-17,try,2931290
1986-06-21,Democrat,6
1972-04-01,girl,15422446
1984-04-06,do,80570626
1970-05-12,television,750
1988-01-31,program,489316
2012-06-13,you,8060
1975-05-21,another,138051
2014-09-23,computer,66140
2024-12-22,local,97271506
1978-12-03,risk,638337163
2017-06-27,art,637
2012-07-14,paper,7
1985-02-01,ok,91
1996-02-18,garden,204
2017-04-18,production,52
2014-12-22,they,78003759
2008-06-25,suggest,45
1999-06-16,reflect,255709
1987-07-13,economic,2
1988-12-01,after,22572
1972-05-02,conference,121
1993-09-01,all,5669912
1983-01-23,hit,17799483
2007-09-01,turn,708275934
1990-01-08,lawyer,79724764
2020-11-27,only,441309
1986-12-02,worker,487410904
1999-07-20,space,7294165
1979-07-07,air,304
1980-06-04,hospital,14830671
2024-09-20,nation,1255
1994-09-12,mention,2
2019-04-11,security,944752
2003-01-14,series,73740
1974-02-01,forward,229536430
1992-09-30,sport,7
1983-04-04,director,8
2018-02-22,water,0
1996-03-27,doctor,312519212
1993-06-29,but,220
2000-04-21,maintain,213
1973-10-05,painting,94947396
2005-02-19,son,69
2010-07-29,consider,418322
1985-09-04,animal,6484766
1998-08-09,reflect,99
1982-07-24,skill,28
1998-10-25,technology,897
2014-07-30,important,1
1975-01-09,campaign,46
2009-01-01,ground,745889731
2014-11-09,also,65
2000-02-07,media,630972
2019-12-28,traditional,19800
1978-05-22,after,904506906
1999-10-16,ago,51971
1998-10-04,player,9
1979-09-17,energy,517454017
1979-09-15,lose,9252337
2002-10-11,my,637735
1986-02-03,process,86
1971-01-21,approach,98
1973-07-09,easy,8142
2021-12-31,product,1930531
1983-10-26,into,130491942
2023-05-10,stand,57509190
2006-01-31,protect,608189
1999-01-06,so,99978
2013-07-17,factor,50
1980-08-18,eat,8
1988-05-21,fish,47639546
2024-01-09,today,12685
1991-01-10,think,8
1977-08-04,character,39
1997-07-10,total,4333
2012-03-23,increase,6636557
1974-05-27,stop,7744
2025-05-13,main,302568
1983-07-04,discover,8
2014-05-11,doctor,56934340
2004-09-04,of,850
1995-10-24,door,5540
1997-02-25,meet,17144
1985-07-07,hair,186099
2018-08-10,the,97
1990-12-08,argue,587175194
2018-04-01,right,53893394
1973-10-14,candidate,31187876
2003-05-30,five,2644
2014-01-25,free,616739
1986-08-03,southern,5062
1987-10-07,brother,998030186
2023-05-09,score,58146975
1984-08-10,world,83
2010-06-30,single,31529
2004-06-08,around,902619
1989-12-14,writer,1
2022-12-14,nor,7
1993-09-14,share,7022
1993-01-23,deal,75679983
1979-01-03,right,6
1970-09-20,choice,99
2019-07-29,staff,1
2011-12-22,serve,9
1993-12-18,future,79
2022-08-02,theory,58456
2008-11-06,training,4723
2004-03-15,network,8339567
1992-12-29,mother,48
2006-12-05,sound,9367827
2016-02-20,network,861236559
2009-05-17,machine,788764
1993-08-22,dinner,347626
2007-09-03,it,12
2007-10-07,too,624
2011-03-23,kid,620668644
2021-08-18,wish,101446
1984-03-26,maybe,6185
1977-11-25,measure,67534
2025-05-21,subject,74
2017-12-17,course,95
1977-07-28,collection,21982884
2012-03-16,continue,782174780
2008-11-19,especially,544805583
2021-03-06,author,8
1975-04-08,we,8
2018-01-13,special,795
1986-10-22,brother,930009
1986-06-28,long,126
1977-04-10,total,570613254
1982-04-08,general,6068935
2014-12-26,style,7789
2001-03-01,song,7286698
2014-11-05,enter,8762
1987-04-10,word,99755475
1990-11-02,opportunity,149499780
1993-11-11,onto,41590
2017-05-01,bad,614
2022-08-17,money,3238751
1988-05-08,inside,45566
1974-12-03,fall,42
1994-01-30,appear,374
2010-10-13,throughout,81
2025-09-13,those,37
1978-02-07,trip,4
2007-02-09,change,28061145
1996-12-10,easy,790166
1991-07-08,herself,18076
1974-05-06,become,192
2012-10-11,air,7625067
2003-04-29,care,58326482
2013-11-14,program,7
2004-01-14,action,93440122
1990-07-26,beautiful,390688220
1973-10-20,anyone,50340560
2022-02-22,tonight,119
2012-02-28,of,65
1980-11-25,standard,13
1972-11-11,mind,6747921
2020-06-04,common,0
1986-08-26,however,42367
2008-01-22,real,462
2009-06-12,bank,881000041
2006-04-12,return,18
2007-03-17,many,2
2015-01-09,go,83
1987-01-15,center,76
1995-06-08,chair,8769277
1981-11-30,side,6899
2025-09-15,yet,22
1972-03-14,only,61
2016-02-03,decision,7973422
2008-12-29,cold,15
2007-01-04,discover,5
1993-04-13,part,257919181
2025-09-10,process,1
1990-08-03,piece,33602
1999-04-09,institution,81525
2009-02-14,chance,4479
1987-12-03,research,3
2007-03-21,operation,6467
2019-07-28,watch,80421
1995-01-14,TV,60
1996-08-19,air,0
2010-12-05,white,27550
2019-02-05,have,7116745
1980-07-02,such,71343561
1972-08-25,imagine,930497891
2006-10-05,team,904
2021-01-28,someone,4198
1998-08-08,suffer,43
2012-09-25,white,46011386
1994-07-21,southern,3944
1996-05-09,onto,584
2003-02-04,tax,650
2014-06-21,success,5393
2013-02-05,force,65367838
2019-03-10,road,3935143
2015-07-17,turn,243220
1973-10-14,player,9
2023-07-06,including,72594057
1982-08-15,technology,33541
1972-09-14,great,91567439
1980-09-01,act,2329
1994-07-07,common,849
2022-04-20,particular,39349
2005-12-23,step,40080817
2024-03-12,south,779
2021-03-01,future,85686
1987-01-12,authority,467
1986-05-23,occur,6
2003-05-02,community,945
2004-08-02,buy,4769960
1988-06-26,page,69311
2009-11-21,base,71301024
1996-06-17,suggest,9
1973-12-11,home,3317
1993-08-17,degree,664
1996-09-09,human,3571
2014-01-01,it,59904
2018-02-24,man,5288
1988-12-16,study,6999
2025-03-23,sport,829106365
2009-09-14,include,506565
2014-08-31,service,21
1995-10-19,stuff,30
1984-11-16,story,7794183
2025-04-28,side,59142068
2021-07-19,less,6334
1987-02-16,suggest,9928927
1972-08-31,kitchen,775
1978-10-26,small,44410333
1989-03-23,return,47
2010-09-15,law,90714358
2014-10-21,range,619339880
2006-12-13,somebody,17692548
1984-06-03,teacher,885267
1979-01-09,president,17
2017-10-04,third,38250712
1988-05-01,safe,841385
2019-04-25,deal,24842
2000-06-25,edge,984845
1970-11-15,hospital,8529235
1995-06-04,exactly,58062748
1977-04-19,job,95078
2022-07-11,civil,3469
1986-09-14,future,3583869
1989-08-05,chair,17879
1991-03-25,Mrs,312
2008-07-06,thousand,82536
1997-02-27,but,230649
1973-09-01,here,3
1988-10-01,relate,4421608
1992-07-21,ok,165547
1974-05-25,today,34
2013-07-12,free,170867
1990-10-23,movie,1837515
1990-05-04,play,579
1997-03-26,later,56872
2016-04-07,full,5375
1979-07-13,season,79106629
2015-11-27,soon,19
1999-02-20,box,938215
1973-08-18,network,322
1990-03-06,glass,431356
2023-04-13,last,32
1986-01-09,everyone,96824
2004-03-02,dream,463
1975-10-30,computer,53
2018-02-24,share,902526
1972-05-02,debate,2854199
2020-03-11,husband,78037875
2015-07-05,give,20
1993-10-14,town,4
2010-04-11,recently,95772546
2019-06-25,market,522
2024-01-31,red,10594218
2000-03-17,size,6
2012-11-30,example,31167
2012-10-01,example,71
2013-12-01,let,927983779
2014-12-16,special,15
2008-10-08,who,542007
2013-12-21,leader,6523483
2015-05-29,miss,3612820
2024-06-06,national,4676878
2015-12-16,rate,87
1974-09-08,hotel,48708666
2012-11-06,machine,407985272
1998-02-15,him,35998
2004-05-10,check,38169086
1970-03-27,least,1
2001-06-18,five,0
1973-07-05,list,35
1994-07-23,list,4129
1993-11-27,instead,361441400
1987-12-11,establish,599
1973-12-24,walk,2
2022-10-15,similar,8267
2020-03-12,fight,2
1994-10-02,brother,869492
2022-03-06,power,544044993
1973-07-04,least,1411
2007-02-05,take,7
2007-04-01,performance,9289042
1971-11-06,door,693
1977-02-05,after,770
2025-02-27,executive,933960742
2001-03-23,reflect,8262250
1983-10-08,camera,417
2006-10-05,prepare,9
2010-09-20,perhaps,3718945
2003-06-06,many,8400
1995-08-24,institution,7943
1973-01-05,production,67481
2014-04-05,education,46678
2019-05-07,management,61826519
2002-12-24,clearly,74604
2007-04-23,almost,982
2024-01-12,seven,5339
1979-07-17,billion,4
1984-02-24,choice,6041652
2015-10-26,article,12
1997-06-24,beyond,18
2004-09-24,unit,448210998
2007-05-02,move,136
2022-04-28,agreement,1135
2000-05-26,southern,74123
2012-07-20,yeah,954524997
2005-06-17,individual,1
1999-09-29,alone,978
2016-01-26,just,41184050
1994-07-25,customer,905141193
1979-12-28,price,94
2004-07-26,resource,62
2014-03-10,produce,44
2016-01-19,win,37
2011-09-27,everyone,22371
1990-05-16,drop,31
1972-02-14,crime,258983
2022-04-24,total,0
1995-08-08,continue,332
1992-03-22,especially,475359923
2009-05-13,third,387579
1993-05-07,fill,46309124
2016-03-09,respond,1488
1997-05-18,yet,7146
1984-08-04,picture,93257
2015-11-18,today,1122042
2007-11-24,final,752720006
2023-11-27,employee,2913362
1975-07-30,agreement,17343
2009-12-29,around,109470625
1986-11-11,table,98
1989-04-25,many,2
1970-07-10,right,5
1970-05-20,economic,387
2005-11-20,reflect,84478847
1979-01-27,toward,4093
1987-05-31,practice,208352695
1989-06-08,upon,11039941
1993-10-27,attention,9914
2015-09-01,treatment,126
1971-12-25,beyond,385667
1985-06-30,practice,7129
2006-05-01,until,2737
2024-10-15,main,4447981
2014-04-14,defense,2510
2006-12-12,cause,6375
2023-03-20,realize,87186868
1996-03-24,plant,5758859
2014-02-13,ground,36
2005-07-09,age,6155
2000-10-08,east,790580
1975-10-04,usually,98367
2008-08-10,out,16868553
2007-01-25,property,61
1998-03-12,building,975
2020-08-21,stand,96720
1994-10-10,life,4062
2024-05-28,goal,978539100
1985-10-10,cold,26
2013-12-27,media,6105
2013-10-15,must,22
1977-03-08,customer,591587
1996-03-17,at,954
2014-04-14,catch,67
1990-05-09,ground,48
1974-07-16,we,10
2017-04-17,process,2732742
2024-07-22,entire,199532197
1973-11-23,their,83922377
1992-07-25,sign,591
1981-04-29,clear,882183
1990-11-29,girl,9324
1993-06-10,discover,35
2009-11-16,health,30668
1990-12-19,other,6754513
2021-05-18,can,843227
2014-03-20,range,9230
2023-05-26,election,66881595
1975-11-30,crime,441222
1980-01-23,find,825821
1970-07-23,across,9203519
2006-04-01,spend,9
2020-11-11,wear,36706348
1987-02-07,word,173077041
2021-03-11,station,93383
2022-01-06,environment,74171109
2000-08-24,interest,8553560
1973-01-08,these,99517
1971-02-01,home,70643047
2011-02-08,personal,2003
2009-10-05,admit,9711
2001-11-08,analysis,61370708
1978-07-12,well,44082
1994-08-14,worry,454033762
2019-09-14,need,150130
1983-01-10,hear,8484
1975-09-01,support,61592759
2014-08-04,life,8
1971-06-05,morning,78454472
2015-12-14,laugh,3092306
2000-04-18,section,76356109
2004-07-10,accept,3182796
1981-04-15,five,507
2016-06-01,around,940255348
1986-10-29,tax,2
1982-12-03,involve,4938
1991-11-15,window,2
2019-07-16,wall,2
1991-11-16,line,87
2005-03-10,common,7618
2019-08-29,staff,521271427
1984-06-24,compare,29471
1976-10-24,expert,3056828
1997-09-21,today,25
1986-02-04,officer,41197320
2001-03-07,stock,21
2016-03-03,such,0
2019-09-28,final,472155
1993-09-12,race,19331
2014-08-11,protect,2969570
1973-07-04,pull,853
2006-06-27,everything,8
2021-05-06,himself,77
2003-08-18,clearly,74381566
1993-08-01,organization,37058
2002-12-16,less,390467639
1989-12-12,meet,2
1989-01-10,program,62
1979-01-05,short,357369
1985-09-14,herself,46
1985-02-24,cover,1933456
1995-07-04,analysis,31
1974-12-05,include,34127
2001-12-16,thousand,8022
1990-01-06,question,59569693
1970-07-25,Mr,9079590
2021-09-05,public,379
1988-08-19,sing,1198
1988-06-17,small,26880332
1976-04-08,scientist,7044
2025-03-06,wife,29009568
1971-09-28,our,3
2013-11-17,clear,241498789
2001-04-29,measure,80408570
2008-08-01,these,3
1970-10-11,here,17554
1977-08-07,skill,59071
1986-12-09,condition,10572
2025-04-18,husband,71965
1975-03-31,begin,898895519
2000-09-25,cold,1716
1988-09-13,describe,4861
2011-01-10,technology,32729
1978-08-01,during,2568643
2021-12-27,police,364
2002-10-16,plant,2773400
2012-12-19,visit,90
1985-09-30,candidate,6614
2008-01-20,reason,6
1981-08-24,since,5387
2001-03-21,star,4982
1987-11-29,serve,65227558
1979-03-27,provide,2783622
1997-02-11,every,8557
1974-03-03,others,2731
2005-03-17,toward,3
2015-08-12,focus,288
1981-04-07,if,1329
2004-12-28,place,434988
1992-02-19,author,52103
1971-04-10,policy,549
2019-04-17,certain,590196877
1989-02-01,cold,1828760
1982-09-28,station,4996
1986-09-27,dark,55341
2002-11-11,arm,16
2025-08-19,former,731131
1970-07-11,property,1570
2019-02-14,authority,413535633
1972-06-18,build,505987
1999-10-16,campaign,24797
2019-03-29,world,2752976
2008-03-10,power,226740
1990-04-09,firm,3974880
2009-09-19,better,456976
1997-01-04,former,159
1976-05-28,population,518887
2000-06-21,exist,847
1979-07-15,yourself,64725
1990-09-20,produce,47
1996-03-21,compare,978722966
1982-09-10,whatever,69
2008-12-14,brother,67512
1996-07-17,when,322
1992-08-21,so,961
1997-02-26,general,5701298
2012-06-29,ground,39581452
2013-12-07,paper,639004898
1993-01-07,candidate,4179810
2017-05-11,area,9
2020-11-03,doctor,51597
2019-06-09,interest,8098913
1997-07-24,total,540
2018-05-26,wife,827788107
1978-12-06,risk,39
1992-02-02,good,64290
2016-11-13,team,82579222
1987-02-03,election,9730183
2004-09-29,century,2159
2022-08-15,contain,8712
2017-09-28,up,392325066
1971-03-17,spring,7
2004-02-13,and,75
1975-10-18,others,371
1997-09-25,lay,905
1975-06-22,anything,238
2014-06-03,next,9747
1994-09-14,PM,291795
2025-03-09,hair,2912240
1985-06-05,support,126060368
1971-12-29,compare,328595
1997-12-25,campaign,9
1990-04-02,cut,267
1977-05-24,investment,8890868
2008-11-24,American,6530468
2025-05-14,seven,21
1996-01-08,summer,7928
1980-08-23,responsibility,884
1979-12-29,house,943
2008-03-09,many,535998829
1981-12-23,evening,5187785
2010-08-16,forward,36455743
2024-08-14,assume,307
1989-05-21,about,424
1985-12-08,as,4
2002-06-18,benefit,73135
1999-09-25,keep,191944
1991-10-14,model,497177838
1997-11-13,art,7
1999-01-15,water,9
2010-07-05,father,1848901
1984-01-22,field,5952993
2013-11-25,Democrat,355026998
2014-04-29,suffer,3078000
1983-08-12,sometimes,972836
2022-04-08,station,7
1999-08-04,green,8290
2010-03-04,its,90781737
2002-03-01,street,19898568
2023-03-11,tree,32092091
1980-08-07,interview,317259743
2021-01-09,marriage,36
2004-01-19,create,784494233
1981-04-28,series,21
1972-08-25,myself,7680
2018-03-14,campaign,73
2024-02-10,its,21747820
1987-10-04,quickly,84
1993-09-28,collection,411
1982-08-07,future,1749
1971-09-19,especially,122565
2011-07-16,government,4785733
2005-10-10,drug,365
1979-07-25,tax,76
2009-07-02,peace,0
2012-08-21,during,4224270
1980-11-18,cost,697
1981-01-11,spring,689916680
1998-09-27,share,9519666
2002-08-02,common,7986
2025-08-11,fish,416331
2017-05-30,purpose,267
1985-12-24,expert,31
2017-04-11,him,74
1983-08-01,your,699769136
1998-10-15,tax,407081
2022-11-29,would,5688
2013-03-25,out,84096038
1982-07-28,affect,713437
1985-08-14,experience,5339
2000-12-05,hundred,8199
2024-09-18,somebody,75
1985-03-01,long,49
2005-10-15,ball,805
2015-10-16,exist,88108748
2016-06-17,model,67530248
2000-11-17,play,11
2000-01-02,agree,8736
1985-11-15,reduce,255
1995-04-05,radio,24485
1970-05-31,audience,18
2006-09-12,participant,313
2002-07-25,fight,61
1976-02-11,moment,993
1997-12-29,face,8016991
1976-05-13,such,114748
2007-10-15,fall,200579592
1993-03-21,church,5
1982-12-19,different,89416
1975-11-16,operation,60612724
1985-04-30,wrong,505
2021-05-15,network,224
2018-09-27,society,9
2015-01-21,center,9912
1992-07-04,society,27562847
1980-08-09,various,44
1989-04-13,available,288
1980-09-28,amount,4803327
1989-07-11,understand,98
2006-09-28,management,4
1978-03-22,tax,956906588
1988-05-03,born,2
2019-01-15,race,543
2011-09-16,close,14
1972-02-06,strong,355
1986-06-18,race,95
2000-04-14,old,2531938
1992-06-02,source,429035751
1982-08-16,there,49612
1988-03-17,sign,7445
1980-12-04,suggest,710399
2006-01-31,man,962223
1982-02-12,war,837
2015-04-27,treat,423583
1974-08-06,brother,47
2018-09-23,continue,30962
1978-01-30,rest,26470890
2025-05-10,suffer,4
2023-04-06,exist,5
2019-04-10,summer,2432
1982-10-09,interesting,7
1982-09-05,toward,11017009
1981-04-07,professor,27
2011-06-03,ready,19
2021-05-16,management,56
1980-09-05,professor,428965
1995-11-30,media,406418
2005-02-16,according,690
2001-11-11,probably,0
1973-04-18,bag,531498294
2014-08-19,than,655284341
2020-04-10,sense,3
2007-09-13,current,78743
2006-11-27,herself,478
2009-12-07,nor,18
1974-02-04,by,81075
2024-04-28,campaign,6149
2015-01-29,face,482945
1999-04-08,reveal,4
1979-03-18,weight,63
1998-09-28,beat,11593453
1975-12-30,avoid,402777784
2017-07-25,civil,9285479
2015-08-07,pull,44312
2003-05-19,him,27472603
2004-08-26,point,675
2018-05-12,first,897837
2001-09-30,according,5464557
2007-11-14,while,3174
2006-04-01,cultural,30271
1970-04-30,hope,46659
2014-12-30,try,617884
1988-02-05,sit,9989
2000-07-27,listen,405
2006-07-01,center,482
1992-01-03,another,56656
2025-06-23,nearly,2613284
1996-01-07,pull,4698
2020-07-10,can,36
2004-11-08,accept,315511717
2023-06-28,pull,34272
2009-02-10,kitchen,690919852
1991-03-24,group,167
1985-12-13,these,6
1984-05-18,enough,410505686
1984-03-21,subject,153960311
1990-01-01,difference,0
1982-07-04,check,7433444
1978-01-02,organization,2106460
2010-09-23,teach,9731
1992-02-01,visit,28550582
1986-07-07,owner,749
2021-08-20,various,4
1992-05-21,each,74539
1997-11-12,plant,6342333
1971-01-12,produce,128
1994-05-31,glass,11194
1993-02-06,standard,263843
2014-03-26,concern,984439
1970-05-06,half,861714
2005-01-04,conference,8956051
1971-04-20,market,22503
2010-01-11,girl,1075769
1980-12-28,relationship,655
2015-08-17,like,8424
1987-08-07,general,49219
2019-08-12,later,2575206
2018-06-27,treatment,5
1985-09-29,gas,1907
2003-07-06,this,312050389
2021-12-21,treatment,244903345
1989-07-26,city,8589648
2009-10-13,look,591700
2021-07-30,year,27349041
2022-09-12,your,353018608
2001-07-12,rule,2
2020-12-05,new,2
1974-11-25,general,935
1999-06-19,pull,637534
2015-03-25,religious,2416330
2004-05-10,player,3
2011-10-06,practice,462222012
2000-04-27,provide,3
2005-04-05,bring,19
2005-02-09,since,336883989
1978-06-16,couple,2935847
1970-09-15,clear,222
1990-04-13,computer,738786
1972-11-01,media,838666292
2008-08-20,choice,96193839
1992-02-01,population,34202
1995-04-22,task,307909852
2006-10-05,face,3167927
1981-11-01,control,317
1977-10-30,society,238
2005-03-01,usually,8233
2022-01-01,kind,679671652
2012-04-01,force,35013900
1997-12-05,often,694540045
1987-06-03,week,481
2008-04-04,theory,180
2010-09-09,hear,103
2024-07-23,address,9
2015-08-05,large,922701
1989-09-05,sister,2566508
2000-10-30,mind,330
1972-02-26,attorney,45
1979-09-30,choose,5236090
1984-06-12,unit,70917
2018-12-12,near,323
1987-12-19,close,382679
2003-04-04,tonight,83951696
1987-04-15,color,5348548
2006-10-09,try,6055
1995-09-25,manager,11883641
1984-04-10,old,50090259
1985-08-12,remain,21
1991-07-03,conference,819727623
1990-05-21,analysis,67844493
2002-10-14,prepare,18
2009-07-06,research,6
1977-03-19,everyone,5564
1987-01-01,another,3122
1976-11-09,red,9
2008-03-10,price,775
1995-01-17,feel,458849
1997-01-28,sometimes,0
1982-10-06,apply,231
2009-10-20,task,713
2024-02-02,job,416838280
2016-11-20,visit,5
2008-04-29,star,46261
2018-10-01,wide,120500284
2022-11-30,watch,6
2006-08-15,long,546183
2009-10-17,upon,7
2002-10-27,sense,405215795
1990-09-26,very,346728
2007-05-26,actually,25713
2010-09-25,nothing,3
1972-09-10,whole,5303026
1990-06-10,writer,89305732
2012-08-10,song,279
2005-05-06,among,3637
1984-03-20,measure,9838706
1979-10-20,tonight,5073
2018-10-14,learn,364
1980-06-03,few,45821
2015-01-27,keep,20050
1990-11-22,message,3500
2012-07-19,else,78220703
1978-06-14,life,169065
2003-09-20,girl,9060
2001-02-28,sport,195424144
2022-08-23,agree,6
1973-07-20,voice,51243944
2014-10-13,similar,5
2021-11-01,quality,37
1977-07-19,sell,786
1986-05-11,need,0
2025-02-17,method,282
1997-05-30,industry,368
1976-04-27,people,4315666
1971-10-25,third,510940
1994-10-29,understand,96117
2000-07-06,arm,741381
1973-03-07,money,89360482
2009-03-24,discussion,493
1985-07-14,song,44
1978-06-10,third,10027
1992-08-05,family,0
1988-12-18,every,949081
1972-06-02,can,169873
2003-08-08,evening,7
1971-01-31,season,891065697
1987-08-09,follow,3
2025-02-16,from,0
2010-01-17,perhaps,3509
1970-08-18,prepare,9926869
1971-04-30,week,490505
1995-01-07,thought,90986198
2017-02-23,forward,102234
1971-02-28,detail,9600208
1989-11-05,decision,3075883
2001-11-27,structure,4340
1994-06-21,serve,191543711
1999-03-18,happen,352255
1980-06-29,year,1
1998-08-28,issue,3
2010-12-01,sound,3
2020-07-30,guy,1460095
2008-04-24,term,1079
1996-12-30,administration,878473751
2001-04-01,read,893248017
1990-02-20,specific,4919045
1977-09-14,evening,6
2000-05-21,rock,6392
2005-06-17,prove,405541
1983-12-09,really,29732194
1976-03-28,quality,549117
2007-06-22,sound,3109989
1984-05-16,open,892306
1988-08-22,later,6
2023-04-18,bar,10151702
2020-06-16,source,0
1990-07-19,artist,95
2007-08-21,international,9327581
1979-10-01,expert,541173545
1974-09-08,particular,8614544
1997-05-28,professional,427758
1976-05-20,heavy,9206
1982-02-03,allow,46305
2020-01-14,candidate,4486
2000-04-28,international,470700359
2017-07-04,power,5
2002-03-31,smile,736401852
1984-10-07,wait,59
2014-01-30,position,905
2019-12-18,piece,0
2010-08-22,expert,894374
1975-08-06,among,12
1999-07-16,when,551421
1970-05-06,here,89393557
2021-08-19,possible,3574
2018-09-30,art,928877368
1977-10-12,we,8918417
2020-09-30,evidence,956
2013-09-21,resource,842568
1995-09-12,artist,63
2023-01-20,hot,3628
1992-09-02,themselves,97862
1998-01-31,throw,43986064
1987-10-24,why,38672535
2016-10-31,stay,372
2006-08-03,news,125002
1972-01-03,institution,995396
1995-01-05,crime,121043
2020-08-17,much,9018
1987-07-14,allow,6370
2016-08-19,room,19880868
2021-12-18,learn,9163
1987-02-20,right,53047148
2003-11-12,goal,142
1974-03-03,ten,43254699
2009-04-18,hope,55977
1970-12-03,party,806550636
1993-05-23,instead,78
2011-08-06,item,708
2023-08-14,threat,6638
2022-04-14,specific,54170484
1973-08-16,hospital,8454297
2016-12-01,beautiful,3956
1997-03-08,so,46627019
2019-02-09,word,930
1983-05-27,be,48
2005-10-23,agency,3849337
2006-07-19,animal,238
2000-08-23,operation,923
1985-04-03,add,84
1996-10-02,little,946366846
2004-05-09,kid,892041988
1970-05-28,against,3793373
2025-04-16,we,514661
2025-09-15,garden,99229557
1998-11-02,lose,1
2024-08-28,sing,6329
1982-01-26,hear,257608652
2007-01-29,sell,91
1995-09-14,six,891
1975-03-10,easy,823888
1986-08-04,deep,40761
1982-09-04,use,889489208
2002-03-24,produce,96746972
1975-03-07,usually,433
2014-01-29,physical,9338576
1982-10-07,couple,712124032
1982-03-17,age,911778
2010-11-07,challenge,19465
1992-05-31,strategy,140
2001-12-31,home,938
2018-09-15,model,3293
2001-02-20,set,120
1980-06-14,trade,216908
1980-03-06,remain,9
2015-05-06,or,26
1998-11-20,newspaper,76
1971-04-15,question,35
1978-09-26,opportunity,76
1979-06-15,like,16
2002-02-07,scene,19719789
1982-12-17,yourself,52285434
1995-10-24,fund,7
2015-11-08,state,846875
1981-05-12,energy,73268
1984-06-02,experience,8555454
2003-01-11,stop,46909318
1975-11-07,student,583
2008-08-06,act,451
2015-10-27,new,137703504
1995-04-25,century,9348706
1977-01-18,feel,5949
1972-07-17,huge,14
2006-01-05,enter,0
2023-04-04,nor,999581
2010-08-24,one,7
1972-07-08,order,9544
2008-06-19,we,80
2006-06-12,pass,3598502
1975-08-06,dinner,54515321
1984-10-09,city,634
1972-05-31,address,623231
1971-09-18,door,0
2022-04-18,but,2866
1988-11-28,next,45505216
2015-03-31,student,763132032
1993-03-25,stand,621355774
1983-06-10,can,5085094
2009-05-21,many,125
1974-05-01,suddenly,734
1982-04-08,moment,89
1985-03-23,best,58436
2014-02-02,issue,2729067
1991-02-25,example,17953
1973-07-19,family,4442331
1989-08-23,red,96747712
1971-04-23,forward,9110
1989-10-24,husband,719770621
1980-11-23,team,68985199
1996-12-31,population,7909
2005-03-02,from,57801828
1970-08-26,hold,23653267
2018-01-24,among,55392
2020-03-12,indicate,29
1987-04-28,country,881977418
1971-08-23,particular,39
2008-03-30,research,6490904
1994-06-08,more,392725
1981-12-16,subject,812
2018-04-10,wind,4876685
2000-07-15,plan,428
2001-04-01,send,36562571
2006-09-29,sister,7570374
2007-07-05,interview,3
2010-12-19,great,8
1990-08-16,factor,144355
1997-12-04,evidence,3862533
1981-09-08,health,8495574
2008-09-20,nature,225238
1985-04-16,address,75425
1981-04-19,military,783324
1984-10-24,outside,8
1986-12-05,represent,713808
2010-08-01,amount,986649412
1992-10-23,prove,699881
1972-06-22,series,87
1993-04-20,hundred,4843
1975-03-02,staff,1
2017-06-29,record,42262391
1982-04-15,beat,43
2000-07-18,issue,39
1980-03-24,account,89876
2003-01-26,economic,855030
2024-08-21,under,30173231
2016-02-17,even,221
1994-04-06,federal,842007
2001-09-18,give,72242983
2007-06-08,car,89
1984-11-08,subject,1340091
1995-08-20,deep,9
1995-08-03,administration,21117038
1986-08-12,however,954433338
1970-03-01,tonight,3
1998-04-22,network,513794
2006-11-17,subject,1066365
1985-11-21,organization,830896154
2010-08-13,network,3
1982-09-27,fish,914861306
2015-04-11,position,525
2019-10-14,sell,8
1991-01-06,son,88019160
2009-01-06,myself,3842093
2005-07-05,production,311821893
2004-04-08,ground,3535480
2024-07-05,figure,367501
2022-01-29,consider,9757984
1974-02-28,tonight,4237
2008-05-01,parent,2889296
2003-08-22,season,1841
1979-07-01,real,27794968
2013-01-21,write,88469315
2004-11-02,win,77538643
2002-01-01,return,706
2024-01-30,almost,23069792
2007-04-28,hope,1648510
1991-01-15,window,237
2012-10-23,every,66
1976-12-04,chair,533314
1996-03-04,him,658098634
1987-02-27,bring,29844
